parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price
B0C22XV53Q,2023-02-02,"ZTTO Bike Chain 6/7/8/9/10/11/12 Speed Bicycle Chain with Quick Link 116/126 Link Universal, Silver(6/7/8 Speed)","ZTTO MTB Road Bike 6/7/8 Speed Chain
Color: Silver
Material: Alloy Steel
Usage: 6，7，8 Speed
Length: 116 links
Weight: 303g
Package: In-box",meta_Sports_and_Outdoors,Industrial & Scientific,"['Sports & Outdoors', 'Sports', 'Cycling', 'Parts & Components', 'Drivetrain Components', 'Chains']",Ztto,4.0,52.0,13.99
B0BYVGHZXS,2023-03-18,Overstock Haven Way Merida Mosaic Indoor/Outdoor Coffee Table Red Traditional,"Inspired by Mexican Talavera artwork, Merida Mosaic Coffee Table brings an artistic touch to your space. Powder coated steel and ceramic tile are weather and water resistant for durability, meaning this piece can be displayed both indoors and outdoors. Easy assembly allows you to set up this tiled coffee table in a snap. Shop the full Haven Way Mosaic collection to mix and match for a colorful, curated look. Features Includes - One Table Performance Materials - durable enough for outdoor use and luxe enough for indoor use Frame - E-coated steel resists rust and stays put in strong winds Quick and Easy Assembly - all needed tools included Easy Cleaning - all parts can be cleaned with soap and water",meta_Patio_Lawn_and_Garden,Amazon Home,"['Patio, Lawn & Garden', 'Patio Furniture & Accessories', 'Tables', 'Coffee Tables']",Overstock,1.0,1.0,
B0BRK9KL9S,2023-01-03,leeda Wrench Double-Ended Wrench Self-tightening wrench Adjustable wrench Universal Wrench All In One Tool Manual adjusting wrench,"The size of the two ends of the two-way wrench are 8-13mm and 14-22mm respectively, adjusting the angle of the wrench to screw the nut according to different needs; the lever is ergonomically designed to save effort and improve work efficiency; a good gift for maintenance workers and family friends.",meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement', 'Power & Hand Tools', 'Hand Tools', 'Wrenches', 'Adjustable Wrenches']",leeda,4.2,24.0,6.57
B0BY191PQK,2023-03-10,ZEFOTIM Linen Pants for Women High Waisted Wide Leg Loose Fit Palazzo Pants Casual Beach Trendy Trouses with Pockets,"---------------Welcome To ZEFOTIM Store-------------------
Wish you a pleasant shopping experience in ZEFOTIMZEFOTIM is committed to providing high-quality Women's clothing and accessories.Serviece Email response within 24 hours; if you have any quality, logistics, and size issues related to the parcel, please do not hesitate to contact us,ZEFOTIM Big Promotion Buy 2 get 5% off,Buy 3 get 10% off,Buy 4 get 15% off, Buy 6 get 20% offShipping：10-15 Days DeliveryWhether it is before or after the purchase, if you have any questions, please feel free to contact the ZEFOTIM service team, we will solve it for you.
Size Question:
Q：I normally wear size Medium and i've a little worry about the szie, which size should i order?A：we are Asian Size,run smaller than US size,so i will suggest you choose one size or two size larger than you usual size , it will be more relax and comfortable.Season:Autumn,WinterGender:WomenOccasion:Daily,CasualMaterial:PolyesterPattern Type:Solid/PrintStyle:CasualFit:Fits ture to sizeThickness:StandardHow to wash:Hand wash Cold,Hang or Line DryWhat you get:1 X Pants",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Pants', 'Casual']",ZEFOTIM,2.4,73.0,17.99
B09TWHHBFH,2023-02-10,"Prime Home Decor Beautiful White and Pink Rose Wall Sticker (Multicolor, Vinyl, Size :- 18 in X 18 in)","Welcome in ""Prime Home Decor"".. Give you walls a touch of nature and traditional design with this awesome pair of leafy designs. Wall Decals are the latest trend, sweeping the world of interior design, as a quick and easy way to personalise and transform your home. We at Wallmantra use only the highest quality premium self-adhesive vinyl for our products to ensure you receive the best quality product. The sizes are in inches (Width x Height), rounded to the nearest inch. The size of the product is the final size that will be up on the walls . These are very easy to apply and remove. You can apply these yourself.",meta_Tools_and_Home_Improvement,Amazon Home,"['Tools & Home Improvement', 'Paint, Wall Treatments & Supplies', 'Wall Stickers & Murals']",PRIME HOME DECOR,5.0,1.0,
B0BVWP2BZR,2023-02-15,"Vnurnrn Vintage Japanese Landscape Round Area Rug, Non Slip Indoor Throw Area Rug, Washable Circle Carpet Floor Mat for Living Room, Door Mat Entryway, Bedroom, Sofa, 3 Ft","Our round floor mat is the perfect addition to any home decor.  Made with high-quality materials, it offers both comfort and durability. The non-slip design ensures safety and prevents accidents. Its stylish and versatile round shape matches any room and complements any decor. The mat is easy to clean and maintain, making it perfect for use in the living room, bedroom, or kitchen. Available now at an affordable price.",meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Home Décor Products', 'Rugs, Pads & Protectors', 'Area Rugs']",Vnurnrn,5.0,1.0,26.99
B0BSDYCMZG,2023-06-01,6 Pieces Felt Ball Coasters Wool Colorful Absorbent Coasters for Drinks Cup Holder Accessories Cute Home Office Decor,"6 Pieces Felt Ball Coasters Wool Colorful Absorbent Coasters for Drinks Cup Holder Accessories Cute Home Office Decor, 6 件毛毡球杯垫羊毛彩色吸水杯垫饮料杯架配件可爱的家庭办公室装饰, 펠트 볼 컵받침 울 다채로운 흡수성 컵받침 음료 컵 홀더 액세서리 귀여운 홈 오피스 장식 6개, 6 posavasos de bola de fieltro, de lana, coloridos, absorbentes, para bebidas, portavasos, accesorios lindos para decoración del hogar y la oficina",meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Kitchen & Dining', 'Dining & Entertaining', 'Bar Tools & Drinkware', 'Bar Tools', 'Coasters']",Nuanchu,5.0,4.0,
B0BVGD7XT2,2023-03-20,Yi Nutrition Creatine HCL Gummy - World's First Pre-Workout Creatine HCL Gummies!,"*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.",meta_Health_and_Household,Health & Personal Care,"['Health & Household', 'Vitamins, Minerals & Supplements', 'Amino Acids', 'Creatine']",Yi Nutrition,4.8,20.0,
B0C9RXV1VC,2023-06-29,adidas mens Hiking Shoes,"Move and explore. These lightweight hiking shoes deliver next-generation comfort and freedom of movement for hikes both long and short. The adidas Primeknit upper hugs your foot for flexible, all-terrain stability, while the Boost midsole delivers endless energy to keep you moving up or down the trail. A GORE-TEX membrane sheds water while letting your feet breathe for all-conditions wear.",meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Outdoor', 'Hiking & Trekking', 'Hiking Shoes']",adidas,4.7,27.0,
B0BWD66BPW,2023-02-21,yiqungo TPU Screen protector Compatible with WZWNEER BANLVS DXPICR Y20GT Y22 Smartwatch，[6 Pack] Full Coverage TPU Clear Film Compatible for A-TGTGA Y22PRO Smartwatch,"Premium Protection: Safeguard your WZWNEER, BANLVS, DXPICR, Bctemno Y20GT Y22 smartwatch against scratches, scuffs, and everyday wear and tear with our high-quality TPU screen protectors. Crystal Clear Clarity: Our TPU films are ultra-thin and transparent, preserving the original clarity and vibrancy of your smartwatch display, while also being sensitive to touch and easy to install. Durable and Long-Lasting: Made with advanced materials and manufacturing techniques, our TPU protectors provide reliable and long-lasting protection for your smartwatch, ensuring it stays looking like new for longer. Perfect Fit: Designed specifically for the WZWNEER, BANLVS, DXPICR, Bctemno Y20GT Y22 smartwatch, our screen protectors provide a precise fit and edge-to-edge coverage for complete protection. Satisfaction Guaranteed: We are committed to providing our customers with the best possible experience, and stand behind our products with a 100% satisfaction guarantee. If you are not completely satisfied with your purchase, we will make it right.",meta_Cell_Phones_and_Accessories,,"['Cell Phones & Accessories', 'Accessories', 'Smartwatch Accessories', 'Smartwatch Screen Protectors']",yiqungo,5.0,1.0,
B0BTMXJDH2,2023-02-01,Kijaro Native Ultralight Cot,"The Kijaro native ultralight cot is built with sustainability in mind. The fabric of this lightweight cot is made out of 100% recycled Repreve polyester. This polyester is made by processing recycled plastic bottles into small chips that are then transformed into recycled fiber and then into the fabric. The Kijaro native line is all about choosing the most earth-friendly materials to create a sustainable, lightweight camping line. Every Kijaro color is inspired by different locations around the world, including the green Ozark mountains that inspired this color, Hawksbill Crag Green. This lightweight camping cot weighs less than 5 pounds and includes a carry bag for easy portability. It is perfect for your next camping, RV, or glamping adventure. How-to set up the Kijaro native ultralight cot",meta_Sports_and_Outdoors,Sports & Outdoors,"['Sports & Outdoors', 'Outdoor Recreation', 'Camping & Hiking', 'Camping Furniture', 'Cots & Hammocks', 'Cots']",Kijaro,3.5,3.0,70.63
B0C7MDB2SW,2023-06-10,Raybee 77'' Clothing Rack,Clothes Rack,meta_Home_and_Kitchen,Tools & Home Improvement,"['Home & Kitchen', 'Storage & Organization', 'Clothing & Closet Storage', 'Garment Racks']",Raybee,3.5,2.0,
B00DFYF1X4,2023-03-12,Carrie Hughes Mens Steampunk Bronze Automatic Watch Leather CH240B,"Sold by Carrie Hughes official mall
About Products
- Watches under our private brand ""Carrie Hughes"" make fabulous birthday or Christmas gifts. - They are also ideal for corporate gifts or for anyone looking for cool things to buy. - Carrie Hughes Brand Gift box package. Automatic winding mechanical movement enables you to take the watch anytime.
Specifications
- Display Type : Analog - Movement Type : Automatic-self-wind - Case Material : Alloy Stainless-steel - Clasp Type : Buckle - Clasp Material : Stainless steel - Window material type : Mineral Glass
- Case Diameter : 4.2 CM (1.65 inch) - Case Thickness : 1.5 CM (0.60 inch) - Band Width : 2.2 CM (0.86 inch) - Daily water resistant -10M : Suitable for light spay, perspiration and light rain(Can not be soaked for a long time and underwater operations.)
Package comprises
- 1 x Automatic Watch - 1 x Operation Manual - 1 x Carrie Hughes Gift box
How use mechanical watch?
- 1. Read the instruction manual before using the product. - 2. Please shake it a few times for the first time, then rotate the crown to wind the watch until it is fully wound (15-18 turns). If you perceive that the wind is tight, please stop rotating promptly to avoid harm to the movement . - 3. softly take the crown out, you can turn the crown to adjust the time, then press the button back.  - 4. If you don't use it for a long time, please rotate it softly and wind the crown for a couple turns. It will operate normally.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']",Carrie Hughes,4.0,1.0,
B0C46RYGP1,2023-05-09,"SHICASESIDE Compatible with iPhone 13 Pro Max Phone Case Magsafe, [Compatible with MagSafe], 6.7 Inch, Phone Case for Women Girls Phone Case","【Compatible with】Only compatible with iPhone 13 Pro Max 6.7 Inch, support magsafe wireless charging",meta_Cell_Phones_and_Accessories,,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Basic Cases']",SHICASESIDE,4.1,33.0,
